100010	2021	4.100000	12631	1
100050	2021	4.700000	6287	1
100069	2020	4.500000	1913	1
100077	2020	2.400000	1285	1
100108	2021	4.200000	3528	1
100120	2021	4.000000	1113	1
100129	2019	3.400000	6303	1
100143	2020	4.300000	1253	1
100183	2021	3.900000	39657	1
100186	2021	3.900000	13881	1
100204	2021	4.600000	2608	1
100217	2021	4.500000	1165	1
100225	2021	4.600000	9033	1
100227	2020	3.500000	1287	1
100271	2020	4.400000	1326	1
100292	2017	4.000000	1016	1
100308	2021	3.000000	3090	1
100316	2019	4.500000	2774	1
10032	2019	4.100000	1789	1
100338	2020	3.400000	10893	1
100344	2021	4.300000	10792	1
10036	2021	4.400000	6162	1
100396	2021	4.600000	8328	1
100398	2021	4.400000	1094	1
100408	2020	4.900000	12510	1
100424	2021	4.700000	4203	1
100435	2021	8.400000	5702	2
100440	2021	3.500000	5063	1
100447	2021	4.300000	4097	1
100452	2021	8.800000	66148	2
100509	2020	4.100000	57940	1
10051	2018	4.300000	49778	1
100526	2014	4.600000	1697	1
100587	2021	9.800000	3474	2
100588	2021	3.500000	34761	1
100611	2021	3.900000	7582	1
100626	2021	4.100000	1772	1
100635	2021	3.300000	2516	1
100649	2020	4.100000	107005	1
100655	2021	4.400000	3667	1
100658	2021	4.100000	41773	1
100671	2020	4.600000	1924	1
100678	2020	2.900000	2003	1
100681	2021	4.100000	257525	1
100684	2019	3.000000	3262	1
100687	2021	4.300000	24635	1
10070	2021	4.300000	84724	1
100705	2021	3.500000	1228	1
100709	2019	4.300000	5737	1
100714	2018	1.600000	1286	1
100794	2021	2.500000	6815	1
100806	2021	3.600000	3214	1
100853	2021	4.200000	70866	1
100863	2021	4.400000	1263	1
100864	2021	4.700000	1357	1
100876	2017	3.100000	1288	1
10089	2018	4.100000	1424	1
10089	2019	3.800000	2712	1
100894	2021	4.500000	3355	1
100939	2021	4.500000	9303	1
100945	2020	4.100000	7889	1
100952	2020	4.400000	2602	1
100981	2020	3.500000	1446	1
100998	2021	4.500000	7705	1
101006	2021	3.500000	1161	1
10101	2021	4.300000	43796	1
101014	2018	4.500000	1091	1
101036	2021	2.800000	1041	1
101047	2021	4.300000	15988	1
101052	2021	4.700000	1207	1
101091	2021	4.700000	1796600	1
101092	2019	2.200000	5447	1
1011	2020	4.200000	4339	1
1011	2021	4.100000	11837	1
101141	2021	3.700000	7333	1
101154	2021	4.600000	10018	1
101168	2021	4.500000	1146	1
101194	2020	3.000000	1169	1
101216	2020	4.600000	1159	1
101231	2019	4.200000	2860	1
101241	2020	2.300000	5232	1
101242	2021	3.300000	2147	1
101250	2016	3.900000	1176	1
101257	2020	7.300000	98839	2
101264	2020	4.700000	16393	1
10127	2021	4.400000	699576	1
10128	2020	3.000000	14431	1
101310	2020	4.500000	4152	1
101310	2021	7.900000	11704	2
101314	2019	4.000000	3413	1
101332	2021	4.500000	6379	1
10134	2020	4.700000	4045	1
10137	2021	4.000000	3677	1
101373	2021	3.400000	1939	1
101405	2020	3.700000	2435	1
101437	2020	4.500000	1115	1
101441	2017	3.000000	6863	1
101465	2020	4.200000	18311	1
101479	2021	4.600000	19207	1
101510	2014	4.400000	1182	1
101526	2020	4.200000	9880	1
101527	2019	8.500000	70075	2
101527	2021	4.200000	91628	1
101552	2021	3.800000	35449	1
10158	2019	4.100000	1630	1
10159	2020	3.100000	1223	1
101607	2021	4.200000	1791	1
101618	2021	4.700000	5251	1
101627	2016	3.700000	25548	1
101640	2021	4.200000	2240	1
